X,Y,OBJECTID,CASE_ID,ACCIDENT_YEAR,COLLISION_DATE,COLLISION_TIME,DAY_OF_WEEK,PRIMARY_RD,SECONDARY_RD,DIRECTION,INTERSECTION,STATE_HWY_IND,STATE_ROUTE,RAMP_INTERSECTION,COLLISION_SEVERITY,NUMBER_KILLED,NUMBER_INJURED,COUNT_SEVERE_INJ,COUNT_VISIBLE_INJ,COUNT_COMPLAINT_PAIN,COUNT_PED_KILLED,COUNT_PED_INJURED,COUNT_BICYCLIST_KILLED,COUNT_BICYCLIST_INJURED,COUNT_MC_KILLED,COUNT_MC_INJURED,COUNTY,CITY_TIMS,POINT_X,POINT_Y,CRASH_TYPE,YEAR
-117.872332149075,33.7383548615626,1,6292127,2015,2015/02/18 00:00:00+00,1223,3,RICHLAND ST,ROSS ST, ,Y,N, , ,1,1,0,0,0,0,0,0,0,0,1,0,ORANGE,SANTA ANA,-117.87232005,33.73835002,AUTO-AUTO,2022
-117.827036154191,33.7732357680992,2,6292164,2015,2015/02/17 00:00:00+00,1905,2,FAIRHAVEN AV,S YORBA ST,E,N,N, , ,1,1,0,0,0,0,1,0,0,0,0,0,ORANGE,ORANGE,-117.82702406,33.77323092,AUTO-PEDESTRIAN,2022
-117.894009602898,33.7344948400636,3,6292200,2015,2015/02/23 00:00:00+00,0531,1,MCFADDEN AV,RAITT ST,E,N,N, , ,1,1,0,0,0,0,1,0,0,0,0,0,ORANGE,SANTA ANA,-117.8939975,33.73449,AUTO-PEDESTRIAN,2022
-117.894012882309,33.7344948397686,4,6923670,2015,2015/02/23 00:00:00+00,0530,1,MCFADDEN AV,RAITT ST,E,N,N, , ,2,0,1,1,0,0,0,1,0,0,0,0,ORANGE,SANTA ANA,-117.89400078,33.73449,AUTO-PEDESTRIAN,2022
-117.774342102085,33.8560749308539,5,6292241,2015,2015/04/11 00:00:00+00,1453,6,SANTA ANA CANYON RD,QUINTANA DR, ,Y,N, , ,1,1,0,0,0,0,0,0,0,0,0,0,ORANGE,ANAHEIM,-117.77433001,33.85607007,AUTO-AUTO,2022
-118.010980181222,33.715604831304,6,6292244,2015,2015/04/20 00:00:00+00,1026,1,WARNER,SCULPIN,E,N,N, , ,1,1,0,0,0,0,0,0,0,0,1,0,ORANGE,HUNTINGTON BEACH,-118.01096806,33.7156,AUTO-AUTO,2022
-117.867602100078,33.7588326045057,7,6292395,2015,2015/04/19 00:00:00+00,1511,7,MAIN ST,16TH ST,S,N,N, , ,1,1,0,0,0,0,1,0,0,0,0,0,ORANGE,SANTA ANA,-117.86759,33.75882776,AUTO-PEDESTRIAN,2022
-117.938446580019,33.855488651316,8,6292400,2015,2015/01/27 00:00:00+00,1353,2,MAXZIM AV,WOODS AV,W,N,N, , ,1,1,0,0,0,0,1,0,0,0,0,0,ORANGE,FULLERTON,-117.93843446,33.8554838,AUTO-PEDESTRIAN,2022
-117.92865222877,33.736004947913,9,6292409,2015,2015/03/14 00:00:00+00,2154,6,NEWHOPE ST,FLIGHT AV, ,Y,N, , ,1,1,0,0,0,0,1,0,0,0,0,0,ORANGE,SANTA ANA,-117.92864012,33.73600011,AUTO-PEDESTRIAN,2022
-117.875462203834,33.6619348427644,10,6292432,2015,2015/05/29 00:00:00+00,1745,5,CAMPUS DR,BRISTOL ST, ,Y,N, , ,1,1,1,0,1,0,0,0,0,0,1,0,ORANGE,UNINCORPORATED,-117.87545011,33.66193001,AUTO-AUTO,2022
-117.88732317724,33.6801448342691,11,6292462,2015,2015/07/07 00:00:00+00,0135,2,BAKER ST,RANDOLPH AV,E,N,N, , ,1,1,3,0,1,2,0,0,0,0,0,0,ORANGE,COSTA MESA,-117.88731108,33.68014,AUTO-AUTO,2022
-117.984049116316,33.7181528333301,12,6292504,2015,2015/04/27 00:00:00+00,2212,1,MONTCLAIR,MONTCLAIR 16832, ,N,N, , ,1,1,0,0,0,0,0,0,0,0,1,0,ORANGE,HUNTINGTON BEACH,-117.984037,33.718148,AUTO-AUTO,2022
-117.922722689856,33.6334061268001,13,6292505,2015,2015/05/02 00:00:00+00,2200,6,NEWPORT BL,E 16TH ST, ,Y,N,55, ,1,1,2,0,0,2,0,0,0,0,0,0,ORANGE,COSTA MESA,-117.92271059,33.6334013,AUTO-AUTO,2022
-117.992884773602,33.7890062504936,14,6292545,2015,2015/02/02 00:00:00+00,1741,1,RT 39,CHAPMAN AV,N,N,Y,39,-,1,1,0,0,0,0,1,0,0,0,0,0,ORANGE,STANTON,-117.99287265,33.78900141,AUTO-PEDESTRIAN,2022
-117.608985217425,33.5220570818261,15,6292581,2015,2015/06/19 00:00:00+00,0335,5,RT 74,GATEWAY PL,E,N,Y,74,-,1,1,0,0,0,0,1,0,0,0,0,0,ORANGE,UNINCORPORATED,-117.60897318,33.52205225,AUTO-PEDESTRIAN,2022
-117.610482038238,33.5218444414534,16,90488064,2017,2017/06/17 00:00:00+00,0812,6,SR 74 W/B (ORTEGA HWY),GATEWAY PLACE,E,N,Y,74, ,2,0,1,1,0,0,0,0,0,0,0,1,ORANGE,UNINCORPORATED,-117.61047,33.52183961,AUTO-AUTO,2022
-117.883984721075,33.6050859059175,17,6292613,2015,2015/08/02 00:00:00+00,1327,7,BAYSIDE DR,EL PASEO DR,E,N,N, , ,1,1,0,0,0,0,0,0,1,0,0,0,ORANGE,NEWPORT BEACH,-117.88397263,33.60508108,AUTO-BICYCLIST,2022
-117.925819430385,33.6301825764041,18,6292682,2015,2015/08/26 00:00:00+00,0300,3,RT 55,INDUSTRIAL WY,S,N,Y,55,-,1,1,0,0,0,0,1,0,0,0,0,0,ORANGE,NEWPORT BEACH,-117.92580733,33.63017775,AUTO-PEDESTRIAN,2022
-117.926156809695,33.6296787963716,19,8404486,2017,2017/07/15 00:00:00+00,0119,6,RT 55,INDUSTRIAL WY,S,N,Y,55,-,1,1,1,0,0,1,0,0,1,1,0,0,ORANGE,NEWPORT BEACH,-117.92614471,33.62967397,AUTO-BICYCLIST,2022
-117.702442170167,33.6014649355768,20,6292708,2015,2015/05/30 00:00:00+00,1340,6,PASEO DE VALENCIA,KENNINGTON DR, ,Y,N, , ,1,1,0,0,0,0,0,0,1,0,0,0,ORANGE,LAGUNA HILLS,-117.70243011,33.6014601,AUTO-BICYCLIST,2022
-117.98958904131,33.7626755675719,21,6292786,2015,2015/11/29 00:00:00+00,1759,7,BEACH BL,21ST ST, ,Y,N,39, ,1,1,0,0,0,0,1,0,0,0,0,0,ORANGE,WESTMINSTER,-117.98957692,33.76267073,AUTO-PEDESTRIAN,2022
-117.613857851472,33.4362301609498,22,6292796,2015,2015/09/16 00:00:00+00,1740,3,CALLE EMPALME,CALLE MIGUEL,W,N,N, , ,1,1,0,0,0,0,0,0,1,0,0,0,ORANGE,SAN CLEMENTE,-117.61384582,33.43622534,AUTO-BICYCLIST,2022
-117.669122126493,33.497804875121,23,6292797,2015,2015/10/02 00:00:00+00,2210,5,DEL OBISPO ST,PASEO CAROLINA, ,Y,N, , ,1,1,0,0,0,0,1,0,0,0,0,0,ORANGE,SAN JUAN CAPISTRANO,-117.66911008,33.49780005,AUTO-PEDESTRIAN,2022
-117.993078983999,33.7882832302818,24,6292813,2015,2015/08/17 00:00:00+00,1407,1,RT 39,CHAPMAN AV,S,N,Y,39,5,1,1,0,0,0,0,1,0,0,0,0,0,ORANGE,STANTON,-117.99306686,33.78827839,AUTO-PEDESTRIAN,2022
-117.993078983999,33.7882832302818,25,8473119,2017,2017/10/09 00:00:00+00,0008,1,BEACH BL,CHAPMAN AV, ,Y,Y,39,5,2,0,2,1,0,1,0,0,0,0,0,0,ORANGE,STANTON,-117.99306686,33.78827839,AUTO-AUTO,2022
-117.930212242329,33.9067449375025,26,6292864,2015,2015/09/08 00:00:00+00,1238,2,HARBOR BL,LA ENTRADA PL, ,Y,N, , ,1,1,1,0,0,1,0,0,0,0,0,0,ORANGE,FULLERTON,-117.93020012,33.90674008,AUTO-AUTO,2022
-117.914919337913,33.623297346258,27,6292883,2016,2016/05/25 00:00:00+00,1324,3,MICHAEL PL,15TH ST,N,N,N, , ,1,1,0,0,0,0,0,0,1,0,0,0,ORANGE,NEWPORT BEACH,-117.91490724,33.62329252,AUTO-BICYCLIST,2022
-117.907133377052,33.6272846468338,28,6292885,2017,2017/02/20 00:00:00+00,1843,1,WESTCLIFF DR,RUTLAND RD,W,N,N, , ,1,1,0,0,0,0,0,0,1,0,0,0,ORANGE,NEWPORT BEACH,-117.90712128,33.62727982,AUTO-BICYCLIST,2022
-117.830677232863,33.7388410043414,29,6292892,2017,2017/05/23 00:00:00+00,1934,2,NISSON RD,PASADENA AV,E,N,N, , ,1,1,2,0,0,2,0,0,0,0,0,0,ORANGE,TUSTIN,-117.83066514,33.73883616,AUTO-AUTO,2022
-117.963442175051,33.7376348565154,30,6292906,2017,2017/02/20 00:00:00+00,0709,1,BUSHARD ST,MCFADDEN AV, ,Y,N, , ,1,1,0,0,0,0,0,0,0,0,0,0,ORANGE,WESTMINSTER,-117.96343006,33.73763002,AUTO-AUTO,2022
-118.047640607626,33.8463348437615,31,6292907,2017,2017/03/13 00:00:00+00,2240,1,LA PALMA,LOUSIE,E,N,N, , ,1,1,0,0,0,0,0,0,1,0,0,0,ORANGE,LA PALMA,-118.04762847,33.84633,AUTO-BICYCLIST,2022
-117.909329566707,33.7489064009935,32,6292910,2017,2017/06/03 00:00:00+00,0048,6,5TH ST,MELISSA COMMON,E,N,N, , ,1,1,0,0,0,0,1,0,0,0,0,0,ORANGE,SANTA ANA,-117.90931746,33.74890156,AUTO-PEDESTRIAN,2022
-117.989368599603,33.7403550958922,33,6292912,2017,2017/06/12 00:00:00+00,0040,1,RT 39,BISHOP AV,S,N,Y,39,-,1,1,1,1,0,0,0,0,0,0,0,0,ORANGE,WESTMINSTER,-117.98935648,33.74035026,AUTO-AUTO,2022
-118.037252226314,33.8464149149693,34,6292946,2017,2017/02/04 00:00:00+00,0241,6,LA PALMA AV,WALKER ST, ,Y,N, , ,1,2,4,0,2,2,0,0,0,0,0,0,ORANGE,LA PALMA,-118.03724009,33.84641007,AUTO-AUTO,2022
-118.037252226314,33.8464149149693,35,8449856,2016,2016/12/19 00:00:00+00,2227,1,LA PALMA AV,WALKER ST, ,Y,N, , ,2,0,2,1,0,1,0,0,0,0,0,0,ORANGE,LA PALMA,-118.03724009,33.84641007,AUTO-AUTO,2022
-117.698891322604,33.6418695799099,36,6293007,2016,2016/11/14 00:00:00+00,0952,1,LAKE FOREST DR,TOLEDO LN,W,N,N, , ,1,1,0,0,0,0,0,0,0,0,1,0,ORANGE,LAKE FOREST,-117.69887926,33.64186474,AUTO-AUTO,2022
-117.829122093959,33.7597548466016,37,6293012,2016,2016/09/15 00:00:00+00,2056,4,NORTH YORBA ST,17TH ST,N,N,N, , ,1,1,1,0,0,1,1,1,0,0,0,0,ORANGE,TUSTIN,-117.82911,33.75975,AUTO-PEDESTRIAN,2022
-117.80600538133,33.9016502036375,38,6293013,2016,2016/10/29 00:00:00+00,0953,6,BASTANCHURY RD,HUMBOLT LN,E,N,N, , ,1,1,0,0,0,0,1,0,0,0,0,0,ORANGE,YORBA LINDA,-117.80599328,33.90164534,AUTO-PEDESTRIAN,2022
-117.746988081848,33.7789025031265,39,6293016,2016,2016/08/14 00:00:00+00,1627,7,SANTIAGO CANYON RD,RT 241,E,N,Y, , ,1,1,1,1,0,0,0,0,0,0,1,1,ORANGE,ORANGE,-117.746976,33.77889765,AUTO-AUTO,2022
-118.077792185302,33.759484832668,40,6293024,2016,2016/12/09 00:00:00+00,1341,5,WESTMINSTER AV,SEAL BEACH BL,W,N,N, , ,1,1,1,1,0,0,0,0,0,0,0,0,ORANGE,SEAL BEACH,-118.07778005,33.75948,AUTO-AUTO,2022
-117.680456232265,33.6760906752086,41,6293031,2016,2016/10/01 00:00:00+00,0217,6,ALTON PKWY,TOWNE CENTRE DR,W,N,N, , ,1,1,2,0,2,0,0,0,0,0,0,0,ORANGE,LAKE FOREST,-117.68044417,33.67608583,AUTO-AUTO,2022
-117.955122176174,33.7704048706408,42,6293036,2017,2017/06/15 00:00:00+00,1748,4,BROOKHURST ST,CENTRAL AV, ,Y,N, , ,1,1,2,1,0,1,0,0,0,0,0,0,ORANGE,GARDEN GROVE,-117.95511006,33.77040003,AUTO-AUTO,2022
-117.865639376306,33.7087123484952,43,6293039,2017,2017/07/21 00:00:00+00,0733,5,DYER RD,ORANGE AV,E,N,N, , ,1,1,0,0,0,0,0,0,0,0,1,0,ORANGE,SANTA ANA,-117.86562728,33.70870751,AUTO-AUTO,2022
-117.869861975844,33.7000948375579,44,6343522,2016,2016/03/09 00:00:00+00,1810,3,MACARTHUR BL,MAIN ST,W,N,N, , ,2,0,1,1,0,0,0,0,0,0,0,0,ORANGE,SANTA ANA,-117.86984988,33.70009,AUTO-AUTO,2022
-117.916294438937,33.6436660185843,45,6606371,2015,2015/12/11 00:00:00+00,2210,5,NEWPORT BL,WEST 19TH ST,N,N,Y,55,-,1,1,0,0,0,0,1,0,0,0,0,0,ORANGE,COSTA MESA,-117.91628234,33.64366119,AUTO-PEDESTRIAN,2022
-117.784883144276,33.8595094299311,46,6606372,2015,2015/12/14 00:00:00+00,1906,1,LA PALMA AV,CHRISDEN ST,E,N,N, , ,1,1,0,0,0,0,1,0,0,0,0,0,ORANGE,ANAHEIM,-117.78487105,33.85950457,AUTO-PEDESTRIAN,2022
-117.98913294641,33.7055813817307,47,6606381,2015,2015/11/16 00:00:00+00,1847,1,RT 39,LIBERTY,S,N,Y,39,-,1,1,0,0,0,0,1,0,0,0,0,0,ORANGE,HUNTINGTON BEACH,-117.98912083,33.70557655,AUTO-PEDESTRIAN,2022
-117.838235120966,33.7107125102496,48,6606392,2015,2015/10/01 00:00:00+00,0609,4,RED HILL AV,WARNER AV,S,N,N, , ,1,1,0,0,0,0,0,0,0,0,1,0,ORANGE,SANTA ANA,-117.83822303,33.71070767,AUTO-AUTO,2022
-117.899357978058,33.9186115800742,49,6606398,2015,2015/09/05 00:00:00+00,2122,6,BREA BL,BIRCH ST,N,N,N, , ,1,1,4,0,0,4,0,0,0,0,0,0,ORANGE,BREA,-117.89934586,33.91860672,AUTO-AUTO,2022
-117.763170718088,33.5726101191717,50,6678011,2015,2015/08/07 00:00:00+00,0105,5,RT 133,RAQUEL RD,N,N,Y,133,-,1,1,0,0,0,0,1,0,0,0,0,0,ORANGE,LAGUNA BEACH,-117.76315865,33.57260529,AUTO-PEDESTRIAN,2022
-117.993314575645,33.8093515228085,51,6678028,2015,2015/06/16 00:00:00+00,0439,2,BEACH BL,CERRITOS AV,S,N,Y,39,-,1,1,0,0,0,0,0,0,1,0,0,0,ORANGE,STANTON,-117.99330245,33.80934668,AUTO-BICYCLIST,2022
-117.634342050602,33.6292848919453,52,6678099,2015,2015/07/25 00:00:00+00,0550,6,ALICIA PKWY,OLYMPIAD RD, ,Y,N, , ,1,1,2,1,1,0,0,0,0,0,1,0,ORANGE,MISSION VIEJO,-117.63433,33.62928005,AUTO-AUTO,2022
-117.992879223883,33.7882918202866,53,6678172,2017,2017/01/18 00:00:00+00,0235,3,BEACH BL,CHAPMAN AV,S,N,Y,39,5,1,1,0,0,0,0,0,0,1,0,0,0,ORANGE,STANTON,-117.9928671,33.78828698,AUTO-BICYCLIST,2022
-117.992879223883,33.7882918202866,54,8325780,2017,2017/02/08 00:00:00+00,2325,3,BEACH BL,CHAPMAN AV, ,Y,Y,39,5,2,0,1,1,0,0,0,1,0,0,0,0,ORANGE,STANTON,-117.9928671,33.78828698,AUTO-PEDESTRIAN,2022
-117.907787774081,33.7274848388536,55,6678192,2017,2017/09/25 00:00:00+00,2057,1,EDINGER AV,MOHAWK DR,E,N,N, , ,1,1,0,0,0,0,1,0,0,0,0,0,ORANGE,SANTA ANA,-117.90777567,33.72748,AUTO-PEDESTRIAN,2022
-117.906152097773,33.7771349538304,56,6678342,2017,2017/10/28 00:00:00+00,2007,6,HASTER ST,ASPENWOOD AV, ,Y,N, , ,1,1,4,0,3,1,0,0,0,0,0,0,ORANGE,GARDEN GROVE,-117.90613999,33.77713011,AUTO-AUTO,2022
-117.906152097773,33.7771349538304,57,8460587,2017,2017/09/06 00:00:00+00,1605,3,HASTER ST,ASPENWOOD AV, ,Y,N, , ,2,0,2,1,0,1,0,0,0,0,0,1,ORANGE,GARDEN GROVE,-117.90613999,33.77713011,AUTO-AUTO,2022
-117.701387284826,33.5339022878296,58,6678371,2017,2017/01/17 00:00:00+00,0500,2,LA PLATA,CROWN VALLEY PKWY,N,N,N, , ,1,1,0,0,0,0,1,0,0,0,0,0,ORANGE,LAGUNA NIGUEL,-117.70137523,33.53389746,AUTO-PEDESTRIAN,2022
-117.701359405516,33.5338831542628,59,8682156,2018,2018/08/07 00:00:00+00,1032,2,CROWN VALLEY PKWY,LA PLATA, ,Y,N, , ,2,0,2,1,1,0,0,0,0,0,0,0,ORANGE,LAGUNA NIGUEL,-117.70134735,33.53387833,AUTO-AUTO,2022
-117.989256306607,33.7007670106315,60,6718324,2015,2015/01/10 00:00:00+00,2302,6,RT 39,TALBERT,S,N,Y,39,-,1,1,0,0,0,0,1,0,0,0,0,0,ORANGE,HUNTINGTON BEACH,-117.98924419,33.70076218,AUTO-PEDESTRIAN,2022
-117.893426948473,33.6800933935707,61,6718327,2015,2015/01/08 00:00:00+00,1031,4,BAKER ST,BEAR ST,E,N,N, , ,1,1,1,0,1,0,0,0,0,0,1,1,ORANGE,COSTA MESA,-117.89341485,33.68008856,AUTO-AUTO,2022
-118.0415921872,33.7225848901551,62,6718340,2015,2015/01/22 00:00:00+00,1439,4,BOLSA CHICA,HEIL,S,N,N, , ,1,1,0,0,0,0,0,0,0,0,0,0,ORANGE,HUNTINGTON BEACH,-118.04158006,33.72258006,AUTO-AUTO,2022
-117.882441887688,33.7000652868792,63,6718341,2015,2015/01/28 00:00:00+00,2210,3,MACARTHUR BL,TOWNER ST,W,N,N, , ,1,1,0,0,0,0,1,0,0,0,0,0,ORANGE,SANTA ANA,-117.88242979,33.70006045,AUTO-PEDESTRIAN,2022
-117.883063887915,33.7000693065745,64,8352874,2017,2017/04/13 00:00:00+00,2002,4,MACARTHUR BL,BRISTOL ST,E,N,N, , ,2,0,1,1,0,0,0,1,0,0,0,0,ORANGE,SANTA ANA,-117.88305179,33.70006447,AUTO-PEDESTRIAN,2022
-118.037332235939,33.8499149553746,65,6718568,2017,2017/11/11 00:00:00+00,0530,6,WALKER ST,BYRNE DR, ,N,N, , ,1,1,0,0,0,0,1,0,0,0,0,0,ORANGE,LA PALMA,-118.0373201,33.84991011,AUTO-PEDESTRIAN,2022
-117.869862827799,33.7289046910855,66,6718571,2017,2017/09/10 00:00:00+00,1953,7,BROADWAY,BORCHARD AV,S,N,N, , ,1,1,0,0,0,0,1,0,0,0,0,0,ORANGE,SANTA ANA,-117.86985073,33.72889985,AUTO-PEDESTRIAN,2022
-117.93258074018,33.74508546942,67,6718593,2017,2017/08/18 00:00:00+00,1121,5,1ST ST,ANDRES PL,W,N,N, , ,1,1,0,0,0,0,0,0,0,0,1,0,ORANGE,SANTA ANA,-117.93256863,33.74508063,AUTO-AUTO,2022
-117.986199643912,33.8029791630475,68,6718596,2017,2017/09/19 00:00:00+00,1917,2,KATELLA AV,DALE ST,W,N,N, , ,1,1,0,0,0,0,1,0,0,0,0,0,ORANGE,STANTON,-117.98618752,33.80297432,AUTO-PEDESTRIAN,2022
-117.760537022382,33.6378270666295,69,6718598,2017,2017/09/26 00:00:00+00,0951,2,RT 133,LAKE FOREST DR,S,N,Y,133,-,1,1,0,0,0,0,0,0,1,0,0,0,ORANGE,IRVINE,-117.76052495,33.63782223,AUTO-BICYCLIST,2022
-117.917778017869,33.7451948396204,70,6718601,2017,2017/10/24 00:00:00+00,2322,2,1ST ST,BEWLEY ST,E,N,N, , ,1,1,0,0,0,0,1,0,0,0,0,0,ORANGE,SANTA ANA,-117.91776591,33.74519,AUTO-PEDESTRIAN,2022
-117.846262806452,33.7599218057845,71,6718620,2017,2017/10/13 00:00:00+00,0103,5,17TH ST,CONCORD ST,W,N,N, , ,1,1,0,0,0,0,1,0,0,0,0,0,ORANGE,SANTA ANA,-117.84625071,33.75991696,AUTO-PEDESTRIAN,2022
-117.958743127252,33.7844296720174,72,6718628,2017,2017/12/08 00:00:00+00,1756,5,BROOKHURST ST,BIXBY AV,N,N,N, , ,1,1,0,0,0,0,1,0,0,0,0,0,ORANGE,GARDEN GROVE,-117.95873101,33.78442483,AUTO-PEDESTRIAN,2022
-117.68400205767,33.6118548773798,73,6718636,2017,2017/03/25 00:00:00+00,2355,6,ALICIA PKWY,ALTHEA AV, ,Y,N, , ,2,0,2,2,0,0,0,0,0,0,0,0,ORANGE,MISSION VIEJO,-117.68399,33.61185004,AUTO-AUTO,2022
-118.006572589598,33.7120895015263,74,6718663,2017,2017/10/19 00:00:00+00,1947,4,GOLDENWEST ST,TUCANA DR,N,N,N, , ,1,1,0,0,0,0,1,0,0,0,0,0,ORANGE,HUNTINGTON BEACH,-118.00656047,33.71208467,AUTO-PEDESTRIAN,2022
-117.919872117163,33.8563248525415,75,6718668,2017,2017/11/04 00:00:00+00,1630,6,E ORANGEFAIR AV,LEMON ST,E,N,N, , ,1,1,0,0,0,0,1,0,0,0,0,0,ORANGE,ANAHEIM,-117.91986,33.85632,AUTO-PEDESTRIAN,2022
-117.941933146439,33.9246448585288,76,6718672,2017,2017/11/19 00:00:00+00,2009,7,LAMBERT RD,CYPRESS ST,W,N,N, , ,1,1,2,0,2,0,1,0,0,0,0,0,ORANGE,LA HABRA,-117.94192102,33.92464,AUTO-PEDESTRIAN,2022
-117.946845606935,33.9246074789072,77,6718689,2017,2017/12/10 00:00:00+00,1710,7,LAMBERT RD,EUCLID ST,W,N,N, , ,1,1,0,0,0,0,1,0,0,0,0,0,ORANGE,LA HABRA,-117.94683348,33.92460262,AUTO-PEDESTRIAN,2022
-117.946636883001,33.9246111813527,78,8799270,2019,2019/01/29 00:00:00+00,0729,2,LAMBERT RD,EUCLID ST,W,N,N, , ,2,0,1,1,0,0,0,0,0,0,0,1,ORANGE,LA HABRA,-117.94662476,33.92460632,AUTO-AUTO,2022
-117.899042184247,33.7487049014604,79,6718716,2017,2017/09/13 00:00:00+00,0443,3,W 5TH ST,N HAWLEY ST, ,Y,N, , ,1,1,0,0,0,0,0,0,0,0,0,0,ORANGE,SANTA ANA,-117.89903008,33.74870006,AUTO-AUTO,2022
-117.984662235392,33.8248348551763,80,6718730,2017,2017/11/01 00:00:00+00,1111,3,WEST ORANGE AV,SOUTH DALE AV, ,Y,N, , ,1,1,0,0,0,0,0,0,0,0,0,0,ORANGE,ANAHEIM,-117.98465011,33.82483001,AUTO-AUTO,2022
-117.704951641081,33.6170907168541,81,6718741,2017,2017/04/10 00:00:00+00,1120,1,EL TORO RD,ROCKFIELD BL,W,N,N, , ,1,1,4,0,0,4,0,0,0,0,0,0,ORANGE,LAKE FOREST,-117.70493958,33.61708588,AUTO-AUTO,2022
-117.898049754476,33.7453348406347,82,6718767,2017,2017/10/28 00:00:00+00,1251,6,1ST ST,CENTER ST,E,N,N, , ,1,1,0,0,0,0,0,0,1,0,0,0,ORANGE,SANTA ANA,-117.89803765,33.74533,AUTO-BICYCLIST,2022
-117.934483553778,33.6574558194503,83,6718785,2017,2017/05/21 00:00:00+00,1747,7,JOANN ST,MONROVIA AV,E,N,N, , ,1,1,0,0,0,0,0,0,0,0,1,0,ORANGE,COSTA MESA,-117.93447145,33.65745099,AUTO-AUTO,2022
-117.71563529631,33.5293393863019,84,6718798,2017,2017/01/25 00:00:00+00,1822,3,NIGUEL RD,ALICIA PKWY,E,N,N, , ,1,1,0,0,0,0,1,0,0,0,0,0,ORANGE,LAGUNA NIGUEL,-117.71562324,33.52933456,AUTO-PEDESTRIAN,2022
-117.715642176415,33.5293548967795,85,8045361,2016,2016/04/27 00:00:00+00,1342,3,ALICIA PKWY,NIGUEL RD, ,Y,N, , ,2,0,2,1,0,1,0,0,0,0,0,0,ORANGE,LAGUNA NIGUEL,-117.71563012,33.52935007,AUTO-AUTO,2022
-117.715642176415,33.5293548967795,86,8166871,2016,2016/06/20 00:00:00+00,2035,1,ALICIA PKWY,NIGUEL RD, ,Y,N, , ,1,1,0,0,0,0,0,0,0,0,1,0,ORANGE,LAGUNA NIGUEL,-117.71563012,33.52935007,AUTO-AUTO,2022
-117.715641634302,33.5293551073567,87,8672560,2018,2018/06/27 00:00:00+00,2153,3,ALICIA PKWY,NIGUEL RD, ,Y,N, , ,2,0,1,1,0,0,0,0,0,0,0,1,ORANGE,LAGUNA NIGUEL,-117.71562958,33.52935028,AUTO-AUTO,2022
-117.677602058357,33.6346249309175,88,6718800,2017,2017/02/16 00:00:00+00,1933,4,CHERRY AV,TRABUCO RD, ,Y,N, , ,1,1,1,0,1,0,0,0,0,0,0,0,ORANGE,IRVINE,-117.67759,33.63462009,AUTO-AUTO,2022
-117.914972116967,33.8642179338649,89,6769982,2015,2015/01/01 00:00:00+00,0052,4,BALCOM AV,ELM AV,S,N,N, , ,2,0,1,1,0,0,0,0,0,0,0,0,ORANGE,FULLERTON,-117.91496,33.86421308,AUTO-AUTO,2022
-117.920261109206,33.7589298412346,90,6777978,2015,2015/01/18 00:00:00+00,2120,7,HARBOR BL,17TH ST,S,N,N, , ,2,0,1,1,0,0,0,1,0,0,0,0,ORANGE,SANTA ANA,-117.920249,33.758925,AUTO-PEDESTRIAN,2022
-117.989381798894,33.7409384052249,91,6782744,2015,2015/01/01 00:00:00+00,1737,4,RT 39,BISHOP AV,W,N,Y,39,5,1,1,2,0,1,1,0,0,0,0,0,0,ORANGE,WESTMINSTER,-117.98936968,33.74093357,AUTO-AUTO,2022
-117.951652247714,33.9246649280985,92,6782770,2015,2015/01/05 00:00:00+00,0558,1,LAMBERT RD,MOUNTAIN VIEW, ,Y,N, , ,2,0,1,1,0,0,0,1,0,0,0,0,ORANGE,LA HABRA,-117.95164012,33.92466007,AUTO-PEDESTRIAN,2022
-117.775612516753,33.5337187535432,93,6784127,2015,2015/01/06 00:00:00+00,1805,2,GLENNEYRE ST,BROOKS ST,N,N,N, , ,2,0,1,1,0,0,0,1,0,0,0,0,ORANGE,LAGUNA BEACH,-117.77560045,33.53371393,AUTO-PEDESTRIAN,2022
-117.853042112789,33.8229348820692,94,6785475,2015,2015/01/05 00:00:00+00,1500,1,N GLASSELL ST,W MEATS AV, ,Y,N, , ,2,0,1,1,0,0,0,1,0,0,0,0,ORANGE,ORANGE,-117.85303001,33.82293003,AUTO-PEDESTRIAN,2022
-117.690692089391,33.6285548488999,95,6787239,2015,2015/01/02 00:00:00+00,1000,5,EL TORO RD,JERONIMO RD, ,Y,N, , ,2,0,3,2,1,0,0,0,0,0,0,0,ORANGE,LAKE FOREST,-117.69068003,33.62855001,AUTO-AUTO,2022
-117.690693517859,33.6285563227781,96,8566575,2018,2018/02/16 00:00:00+00,2239,5,EL TORO RD,JERONIMO RD, ,Y,N, , ,2,0,2,1,0,1,0,0,0,0,0,0,ORANGE,LAKE FOREST,-117.69068146,33.62855148,AUTO-AUTO,2022
-117.918706255161,33.8438184307379,97,6789003,2015,2015/02/01 00:00:00+00,1823,7,WEST NORTH ST,LEMON ST,E,N,N, , ,2,0,2,1,0,1,0,2,0,0,0,0,ORANGE,ANAHEIM,-117.91869414,33.84381358,AUTO-PEDESTRIAN,2022
-117.897522158,33.7889849562684,98,6796502,2015,2015/01/11 00:00:00+00,2149,7,WEST CHAPMAN AV,LEWIS ST, ,Y,N, , ,2,0,3,1,0,2,0,0,0,0,0,0,ORANGE,ORANGE,-117.89751005,33.78898011,AUTO-AUTO,2022
