X,Y,OBJECTID,CASE_ID,ACCIDENT_YEAR,COLLISION_DATE,COLLISION_TIME,DAY_OF_WEEK,PRIMARY_RD,SECONDARY_RD,DIRECTION,INTERSECTION,STATE_HWY_IND,STATE_ROUTE,RAMP_INTERSECTION,COLLISION_SEVERITY,NUMBER_KILLED,NUMBER_INJURED,COUNT_SEVERE_INJ,COUNT_VISIBLE_INJ,COUNT_COMPLAINT_PAIN,COUNT_PED_KILLED,COUNT_PED_INJURED,COUNT_BICYCLIST_KILLED,COUNT_BICYCLIST_INJURED,COUNT_MC_KILLED,COUNT_MC_INJURED,COUNTY,CITY_TIMS,POINT_X,POINT_Y,CRASH_TYPE,YEAR
-117.941700658055,33.8492365704583,1926,8836766,2019,2019/03/31 00:00:00+00,0145,7,N EUCLID ST,WEST ROMNEYA DR,S,N,N, , ,2,0,1,1,0,0,0,1,0,0,0,0,ORANGE,ANAHEIM,-117.94168854,33.84923172,AUTO-PEDESTRIAN,2022
-118.058285443948,33.7118349671807,1927,8836807,2019,2019/03/28 00:00:00+00,0825,4,WARNER,SCEPTRE,W,N,N, , ,2,0,2,1,0,1,0,0,0,0,0,0,ORANGE,HUNTINGTON BEACH,-118.05827332,33.71183014,AUTO-AUTO,2022
-117.954182335785,33.687733713131,1928,8837205,2019,2019/04/27 00:00:00+00,1834,6,BROOKHURST,GARFIELD,N,N,N, , ,2,0,1,1,0,0,0,0,0,0,0,1,ORANGE,FOUNTAIN VALLEY,-117.95417023,33.68772888,AUTO-AUTO,2022
-118.077679372205,33.7677241020815,1929,8838377,2019,2019/03/25 00:00:00+00,1819,1,SEAL BEACH BL,GOLDEN RAIN RD, ,Y,N, , ,2,0,2,1,0,1,0,0,0,0,0,2,ORANGE,SEAL BEACH,-118.07766724,33.76771927,AUTO-AUTO,2022
-117.644215239528,33.6482287207045,1930,8838496,2018,2018/06/09 00:00:00+00,1915,6,MARGUERITE PKWY,MUSTANG RUN,S,N,N, , ,2,0,3,1,1,1,0,0,0,0,0,1,ORANGE,MISSION VIEJO,-117.64420319,33.64822388,AUTO-AUTO,2022
-117.685108791818,33.5299654607485,1931,8842440,2019,2019/03/29 00:00:00+00,1918,5,GOLDEN LANTERN,HIDDEN HILLS RD,N,N,N, , ,2,0,1,1,0,0,0,0,0,0,0,0,ORANGE,LAGUNA NIGUEL,-117.68509674,33.52996063,AUTO-AUTO,2022
-118.037213050607,33.6850596054768,1932,8842797,2019,2019/04/06 00:00:00+00,1035,6,RT 1,SEAPOINT,N,N,Y,1,-,2,0,2,2,0,0,0,0,0,2,0,0,ORANGE,HUNTINGTON BEACH,-118.03720093,33.68505478,AUTO-BICYCLIST,2022
-117.835987746859,33.8195658578792,1933,8843430,2019,2019/04/12 00:00:00+00,1503,5,TUSTIN ST,TAFT AV,N,N,N, , ,2,0,1,1,0,0,0,1,0,0,0,0,ORANGE,ORANGE,-117.83597565,33.819561,AUTO-PEDESTRIAN,2022
-117.964840609196,33.7739916568277,1934,8844560,2019,2019/04/05 00:00:00+00,1805,5,GARDEN GROVE BL,VILLAGE RD,W,N,N, , ,2,0,1,1,0,0,0,0,0,1,0,0,ORANGE,GARDEN GROVE,-117.96482849,33.77398682,AUTO-BICYCLIST,2022
-118.050190656319,33.7215738913311,1935,8844592,2019,2019/04/06 00:00:00+00,0912,6,ALGONQUIN ST,HEIL AV,S,N,N, , ,2,0,1,1,0,0,0,0,0,1,0,0,ORANGE,HUNTINGTON BEACH,-118.05017853,33.72156906,AUTO-BICYCLIST,2022
-117.878048589571,33.6107454887272,1936,8845896,2019,2019/04/11 00:00:00+00,1338,4,NEWPORT CENTER DR,GRANVILLE DR, ,Y,N, , ,2,0,5,1,2,2,0,0,0,0,0,0,ORANGE,NEWPORT BEACH,-117.8780365,33.61074066,AUTO-AUTO,2022
-117.8084303587,33.6841059442122,1937,8846102,2018,2018/09/30 00:00:00+00,0532,7,CULVER DR,BARRANCA PKY, ,Y,N, , ,2,0,2,2,0,0,0,0,0,0,0,0,ORANGE,IRVINE,-117.80841827,33.6841011,AUTO-AUTO,2022
-117.853100480428,33.8056231366443,1938,8847262,2019,2019/04/24 00:00:00+00,1218,3,GLASSELL ST,QUINCY AV, ,Y,N, , ,2,0,1,1,0,0,0,1,0,0,0,0,ORANGE,ORANGE,-117.85308838,33.80561829,AUTO-PEDESTRIAN,2022
-117.827084238468,33.7732363540508,1939,8847696,2019,2019/04/04 00:00:00+00,1428,4,E FAIRHAVEN AV,S YORBA ST, ,Y,N, , ,2,0,2,1,0,1,0,0,0,0,0,0,ORANGE,ORANGE,-117.82707214,33.77323151,AUTO-AUTO,2022
-117.919735626667,33.8427630298538,1940,8848465,2019,2019/03/09 00:00:00+00,1521,6,CLEMENTINE ST,NORTH ST,S,N,N, , ,2,0,1,1,0,0,0,0,0,0,0,0,ORANGE,ANAHEIM,-117.91972351,33.84275818,AUTO-AUTO,2022
-117.99640341873,33.7664957739723,1941,8848848,2019,2019/04/12 00:00:00+00,2000,5,TRASK AV,COBBLESTONE LN,E,N,N, , ,2,0,1,1,0,0,0,1,0,0,0,0,ORANGE,WESTMINSTER,-117.9963913,33.76649094,AUTO-PEDESTRIAN,2022
-117.880329779788,33.6211176517987,1942,8850458,2019,2019/03/25 00:00:00+00,1754,1,SANTA BARBAA DR,SAN CLEMENTE DR,S,N,N, , ,2,0,2,1,1,0,0,0,0,0,0,0,ORANGE,NEWPORT BEACH,-117.88031769,33.62111282,AUTO-AUTO,2022
-117.929279996111,33.7887659830721,1943,8856949,2019,2019/04/01 00:00:00+00,1601,1,CHAPMAN AV,JANETTE LN,W,N,N, , ,2,0,2,1,0,1,0,0,0,0,0,0,ORANGE,GARDEN GROVE,-117.92926788,33.78876114,AUTO-AUTO,2022
-117.919354143009,33.6731691995883,1944,8858306,2019,2019/02/23 00:00:00+00,0204,6,HARBOR BL,ADAMS AV,S,N,N, , ,2,0,1,1,0,0,0,0,0,0,0,0,ORANGE,COSTA MESA,-117.91934204,33.67316437,AUTO-AUTO,2022
-117.833759946752,33.6121340408814,1945,8859498,2019,2019/04/17 00:00:00+00,1650,3,NEWPORT RIDGE DR,PARK CREST,N,N,N, , ,2,0,1,1,0,0,0,0,0,1,0,0,ORANGE,NEWPORT BEACH,-117.83374786,33.61212921,AUTO-BICYCLIST,2022
-117.93745107455,33.7309809419739,1946,8859562,2019,2019/04/20 00:00:00+00,0356,6,EDINGER,EUCLID,W,N,N, , ,2,0,2,1,0,1,0,0,0,0,0,0,ORANGE,FOUNTAIN VALLEY,-117.93743896,33.7309761,AUTO-AUTO,2022
-117.648098602128,33.651444511136,1947,8860684,2018,2018/11/15 00:00:00+00,1742,4,MUSTANG RUN,LOS ALISOS BL,E,N,N, , ,2,0,2,2,0,0,0,2,0,0,0,0,ORANGE,MISSION VIEJO,-117.64808655,33.65143967,AUTO-PEDESTRIAN,2022
-117.839482003178,33.7349787505064,1948,8861137,2019,2019/05/03 00:00:00+00,1749,5,WILLIAMS ST,MCFADDEN AV,N,N,N, , ,2,0,1,1,0,0,0,1,0,0,0,0,ORANGE,TUSTIN,-117.83946991,33.73497391,AUTO-PEDESTRIAN,2022
-117.695835716811,33.4623346847833,1949,8861181,2019,2019/03/28 00:00:00+00,1540,4,DANA POINT HARBOR DR,CASITAS PL, ,Y,N, , ,2,0,3,1,2,0,0,0,0,0,0,0,ORANGE,DANA POINT,-117.69582367,33.46232986,AUTO-AUTO,2022
-117.821835203711,33.6507082643726,1950,8861844,2019,2019/04/30 00:00:00+00,0657,2,CAMPUS DR,PASEO MONTOYA,E,N,N, , ,2,0,1,1,0,0,0,0,0,1,0,0,ORANGE,IRVINE,-117.82182312,33.65070343,AUTO-BICYCLIST,2022
-117.98921652389,33.7132540394063,1951,8862177,2019,2019/05/07 00:00:00+00,1803,2,CYPRESS,RT 39,N,N,Y,39,6,2,0,1,1,0,0,0,0,0,1,0,0,ORANGE,HUNTINGTON BEACH,-117.98920441,33.71324921,AUTO-BICYCLIST,2022
-117.98921652389,33.7132540394063,1952,8875814,2019,2019/05/25 00:00:00+00,2221,6,CYPRESS,RT 39,W,N,Y,39,5,2,0,1,1,0,0,0,0,0,1,0,0,ORANGE,HUNTINGTON BEACH,-117.98920441,33.71324921,AUTO-BICYCLIST,2022
-117.898701362672,33.6017237270199,1953,8863070,2019,2019/05/11 00:00:00+00,1700,6,E BALBOA BL,A ST, ,Y,N, , ,2,0,2,1,1,0,0,0,0,0,0,0,ORANGE,NEWPORT BEACH,-117.89868927,33.6017189,AUTO-AUTO,2022
-117.818470657127,33.8622752138357,1954,8863453,2019,2019/05/08 00:00:00+00,0815,3,NORTH LAKEVIEW AV,E MIRALOMA AV,N,N,N, , ,2,0,2,1,0,1,0,0,0,0,0,0,ORANGE,ANAHEIM,-117.81845856,33.86227036,AUTO-AUTO,2022
-117.940304477496,33.8471041546391,1955,8863536,2019,2019/04/13 00:00:00+00,2320,6,WEST LA PALMA AV,N DRESDEN ST,W,N,N, , ,2,0,1,1,0,0,0,0,0,1,0,0,ORANGE,ANAHEIM,-117.94029236,33.8470993,AUTO-BICYCLIST,2022
-117.97607871402,33.8395548655275,1956,8863754,2019,2019/05/01 00:00:00+00,1023,3,MAGNOLIA AV,CRESCENT AV, ,Y,N, , ,2,0,3,1,1,1,0,0,0,0,0,0,ORANGE,ANAHEIM,-117.97606659,33.83955002,AUTO-AUTO,2022
-117.97609397296,33.83994777952,1957,8873211,2019,2019/05/20 00:00:00+00,0814,1,MAGNOLIA AV,CRESCENT AV,N,N,N, , ,1,1,0,0,0,0,0,0,1,0,0,0,ORANGE,ANAHEIM,-117.97608185,33.83994293,AUTO-BICYCLIST,2022
-117.97607871402,33.8395548655275,1958,8939442,2019,2019/10/09 00:00:00+00,2218,3,CRESCENT AV,MAGNOLIA AV, ,Y,N, , ,1,1,2,0,2,0,0,0,0,0,0,0,ORANGE,ANAHEIM,-117.97606659,33.83955002,AUTO-AUTO,2022
-117.66866745385,33.6549578467007,1959,8865130,2019,2019/03/22 00:00:00+00,0749,5,OSTERMAN RD,NORMANDALE DR,W,N,N, , ,2,0,1,1,0,0,0,1,0,0,0,0,ORANGE,LAGUNA HILLS,-117.6686554,33.654953,AUTO-PEDESTRIAN,2022
-117.655110010199,33.5628405268214,1960,8865430,2019,2019/04/03 00:00:00+00,0834,3,CROWN VALLEY PKWY,JARDINES,W,N,N, , ,2,0,3,1,0,2,0,0,0,0,0,0,ORANGE,MISSION VIEJO,-117.65509796,33.56283569,AUTO-AUTO,2022
-117.954884244921,33.7388849948126,1961,8866020,2019,2019/05/24 00:00:00+00,2241,5,BROOKHURST ST,CUNNINGHAM AV, ,Y,N, , ,2,0,1,1,0,0,0,0,0,0,0,1,ORANGE,WESTMINSTER,-117.95487213,33.73888016,AUTO-AUTO,2022
-117.995251372875,33.6791048652791,1962,8866175,2019,2019/05/05 00:00:00+00,1940,7,YORKTOWN,HUNTINGTON, ,Y,N, , ,2,0,2,1,0,1,0,0,0,1,0,1,ORANGE,HUNTINGTON BEACH,-117.99523926,33.67910004,AUTO-BICYCLIST,2022
-117.862202336377,33.6373339323849,1963,8868647,2019,2019/05/22 00:00:00+00,1326,3,MACARTHUR BL,BISON AV, ,Y,N, , ,2,0,1,1,0,0,0,0,0,0,0,0,ORANGE,NEWPORT BEACH,-117.86219025,33.6373291,AUTO-AUTO,2022
-117.995243743604,33.6775637272421,1964,8869384,2019,2019/05/27 00:00:00+00,1837,1,HUNTINGTON,WICHITA AV, ,Y,N, , ,2,0,2,1,1,0,0,0,0,0,0,2,ORANGE,HUNTINGTON BEACH,-117.99523163,33.6775589,AUTO-AUTO,2022
-117.933621122741,33.7887316503688,1965,8870486,2019,2019/05/01 00:00:00+00,1628,3,CHAPMAN AV,9TH ST,W,N,N, , ,2,0,1,1,0,0,0,0,0,1,0,0,ORANGE,GARDEN GROVE,-117.93360901,33.78872681,AUTO-BICYCLIST,2022
-117.946026520166,33.791497305376,1966,8870549,2019,2019/05/14 00:00:00+00,1711,2,MEDINA DR,POINDEXTER AV,S,N,N, , ,2,0,1,1,0,0,0,0,0,0,0,1,ORANGE,GARDEN GROVE,-117.9460144,33.79149246,AUTO-AUTO,2022
-118.002354353507,33.8414965449417,1967,8873826,2019,2019/05/07 00:00:00+00,2159,2,WESTERN AV,SANTA ELENA DR, ,Y,N, , ,2,0,1,1,0,0,0,1,0,0,0,0,ORANGE,BUENA PARK,-118.00234222,33.8414917,AUTO-PEDESTRIAN,2022
-117.988590910307,33.6794329295011,1968,8874201,2019,2019/06/05 00:00:00+00,1200,3,YORKTOWN,RT 39,E,N,Y,39,6,2,0,1,1,0,0,0,0,0,0,0,1,ORANGE,HUNTINGTON BEACH,-117.9885788,33.6794281,AUTO-AUTO,2022
-117.764919920337,33.7614146097588,1969,8874434,2019,2019/05/31 00:00:00+00,1232,5,PIONEER RD,PATRIOT WY, ,Y,N, , ,2,0,2,1,1,0,0,0,0,0,0,0,ORANGE,TUSTIN,-117.76490784,33.76140976,AUTO-AUTO,2022
-117.989063935428,33.7007570889469,1970,8875337,2019,2019/06/09 00:00:00+00,0134,7,RT 39,TALBERT,S,N,Y,39,-,2,0,2,1,1,0,0,0,0,0,0,0,ORANGE,HUNTINGTON BEACH,-117.98905182,33.70075226,AUTO-AUTO,2022
-118.002308576916,33.8380442436367,1971,8876887,2018,2018/12/18 00:00:00+00,1746,2,WESTERN AV,FILLMORE DR N,N,N,N, , ,2,0,1,1,0,0,0,1,0,0,0,0,ORANGE,BUENA PARK,-118.00229645,33.8380394,AUTO-PEDESTRIAN,2022
-117.988964752697,33.6939020778168,1972,8877120,2019,2019/06/06 00:00:00+00,0437,4,RT 39,ELLIS AV,N,N,Y,39,-,2,0,1,1,0,0,0,0,0,0,0,0,ORANGE,HUNTINGTON BEACH,-117.98895264,33.69389725,AUTO-AUTO,2022
-117.691807410786,33.6508303420005,1973,8877127,2019,2019/04/20 00:00:00+00,1750,6,TRABUCO RD,VIA DEL RIO,N,N,N, , ,2,0,1,1,0,0,0,0,0,0,0,0,ORANGE,LAKE FOREST,-117.69179535,33.6508255,AUTO-AUTO,2022
-117.9451796561,33.7742052814654,1974,8877775,2019,2019/03/06 00:00:00+00,0849,3,GARDEN GROVE BL,NELSON ST, ,Y,N, , ,2,0,1,1,0,0,0,1,0,0,0,0,ORANGE,GARDEN GROVE,-117.94516754,33.77420044,AUTO-PEDESTRIAN,2022
-117.9451796561,33.7742052814654,1975,8979846,2019,2019/10/31 00:00:00+00,1859,4,GARDEN GROVE BL,NELSON ST, ,Y,N, , ,2,0,1,1,0,0,0,1,0,0,0,0,ORANGE,GARDEN GROVE,-117.94516754,33.77420044,AUTO-PEDESTRIAN,2022
-117.889294336808,33.8400164491332,1976,8878884,2019,2019/05/08 00:00:00+00,2022,3,LINCOLN AV,STATE COLLEGE BL,E,N,N, , ,2,0,1,1,0,0,0,1,0,0,0,0,ORANGE,ANAHEIM,-117.88928223,33.8400116,AUTO-PEDESTRIAN,2022
-117.962643335328,33.6795664454293,1977,8879958,2019,2019/06/07 00:00:00+00,2040,5,YORKTOWN AV,BUSHARD, ,Y,N, , ,2,0,4,1,0,3,0,0,0,0,0,0,ORANGE,HUNTINGTON BEACH,-117.96263123,33.67956161,AUTO-AUTO,2022
-117.971485815509,33.8103533548153,1978,8880545,2019,2019/05/23 00:00:00+00,2258,4,WEST CERRITOS AV,S RODEO DR, ,Y,N, , ,2,0,1,1,0,0,0,0,0,0,0,0,ORANGE,ANAHEIM,-117.97147369,33.81034851,AUTO-AUTO,2022
-117.923359573949,33.6434565192843,1979,8880964,2019,2019/05/22 00:00:00+00,1553,3,ANAHEIM AV,WEST 19TH ST, ,Y,N, , ,2,0,2,1,1,0,0,2,0,0,0,0,ORANGE,COSTA MESA,-117.92334747,33.64345169,AUTO-PEDESTRIAN,2022
-117.795216246416,33.7103281764664,1980,8885596,2019,2019/05/09 00:00:00+00,1451,4,WALNUT AV,HARVARD AV,E,N,N, , ,2,0,2,1,0,1,0,1,0,1,0,0,ORANGE,IRVINE,-117.79520416,33.71032333,AUTO-BICYCLIST,2022
-117.676479947204,33.5580340071508,1981,8886446,2019,2019/06/09 00:00:00+00,1025,7,CROWN VALLEY PKWY,FORBES,W,N,N, , ,2,0,1,1,0,0,0,1,0,0,0,0,ORANGE,LAGUNA NIGUEL,-117.6764679,33.55802917,AUTO-PEDESTRIAN,2022
-117.984562601136,33.8175249863907,1982,8886559,2019,2019/06/09 00:00:00+00,2144,7,BALL RD,DALE AV, ,Y,N, , ,2,0,3,1,1,1,0,0,0,0,0,0,ORANGE,ANAHEIM,-117.98455048,33.81752014,AUTO-AUTO,2022
-117.916821181274,33.6431017527655,1983,8887661,2019,2019/03/12 00:00:00+00,0431,2,NEWPORT BL,E 19TH ST,S,N,N,55, ,2,0,1,1,0,0,0,1,0,0,0,0,ORANGE,COSTA MESA,-117.91680908,33.64309692,AUTO-PEDESTRIAN,2022
-117.697994846878,33.5934878056087,1984,8887856,2019,2019/04/29 00:00:00+00,1718,1,ALICIA PKWY,PASEO DE VALENCIA,E,N,N, , ,2,0,2,1,0,1,0,0,0,0,0,0,ORANGE,LAGUNA HILLS,-117.69798279,33.59348297,AUTO-AUTO,2022
-117.877751064393,33.8784037526691,1985,8887984,2018,2018/06/28 00:00:00+00,0103,4,PLACENTIA AV,NUTWOOD AV,N,N,N, , ,2,0,2,1,0,1,0,1,0,0,0,0,ORANGE,FULLERTON,-117.87773895,33.8783989,AUTO-PEDESTRIAN,2022
-117.874615379771,33.8472948926704,1986,8889277,2019,2019/06/24 00:00:00+00,1722,1,LA PALMA AV,CHANTILLY ST,E,N,N, , ,2,0,1,1,0,0,0,0,0,1,0,0,ORANGE,ANAHEIM,-117.87460327,33.84729004,AUTO-BICYCLIST,2022
-117.95681448982,33.8370638687668,1987,8889300,2019,2019/06/23 00:00:00+00,2346,7,BROWNWOOD AV,VALLEY ST,E,N,N, , ,2,0,1,1,0,0,0,1,0,0,0,0,ORANGE,ANAHEIM,-117.95680237,33.83705902,AUTO-PEDESTRIAN,2022
-117.677204743558,33.5969439228166,1988,8889494,2019,2019/05/16 00:00:00+00,1545,4,LA PAZ,CABOT RD, ,Y,N, , ,2,0,4,2,1,1,0,0,0,0,0,0,ORANGE,LAGUNA HILLS,-117.67719269,33.59693909,AUTO-AUTO,2022
-117.952519123286,33.6281900967719,1989,8890870,2019,2019/06/26 00:00:00+00,0854,3,ORANGE AV,RT 1,S,N,Y,1,6,2,0,1,1,0,0,0,0,0,1,0,0,ORANGE,NEWPORT BEACH,-117.95250702,33.62818527,AUTO-BICYCLIST,2022
-117.983608932748,33.8934641732739,1990,8891066,2019,2019/06/22 00:00:00+00,2030,6,HILLCREST RD,LOS COYOTES DR,E,N,N, , ,2,0,1,1,0,0,0,1,0,0,0,0,ORANGE,BUENA PARK,-117.9835968,33.89345932,AUTO-PEDESTRIAN,2022
-117.714329377946,33.5320864305295,1991,8895976,2019,2019/07/03 00:00:00+00,1455,3,ALICIA PKWY,SEABIRD WY,S,N,N, , ,2,0,2,1,0,1,0,1,0,0,0,0,ORANGE,LAGUNA NIGUEL,-117.71431732,33.5320816,AUTO-PEDESTRIAN,2022
-117.989323335222,33.7045679719495,1992,8896709,2019,2019/07/15 00:00:00+00,1940,1,RT 39,NEWMAN,S,N,Y,39,-,2,0,1,1,0,0,0,1,0,0,0,0,ORANGE,HUNTINGTON BEACH,-117.98931122,33.70456314,AUTO-PEDESTRIAN,2022
-117.948452655542,33.6267481419503,1993,8898512,2019,2019/07/16 00:00:00+00,1748,2,NEWPORT SHORES DR,62ND ST,E,N,N, , ,2,0,2,1,1,0,0,0,0,2,0,0,ORANGE,NEWPORT BEACH,-117.94844055,33.62674332,AUTO-BICYCLIST,2022
-118.011143417822,33.8393030934347,1994,8899215,2019,2019/07/09 00:00:00+00,0517,2,KNOTT AV,CRESCENT AV,N,N,N, , ,2,0,1,1,0,0,0,1,0,0,0,0,ORANGE,BUENA PARK,-118.01113129,33.83929825,AUTO-PEDESTRIAN,2022
-117.908596693177,33.6455736766304,1995,8900149,2019,2019/07/14 00:00:00+00,1046,7,ORANGE AV,BUOY ST,S,N,N, , ,2,0,3,1,0,2,0,0,0,0,0,0,ORANGE,COSTA MESA,-117.90858459,33.64556885,AUTO-AUTO,2022
-117.963635162968,33.7571612110671,1996,8900176,2019,2019/07/07 00:00:00+00,1112,7,BUSHARD ST,READING AV,N,N,N, , ,2,0,1,1,0,0,0,1,0,0,0,0,ORANGE,WESTMINSTER,-117.96362305,33.75715637,AUTO-PEDESTRIAN,2022
-117.981060703914,33.7594958051605,1997,8900188,2019,2019/07/08 00:00:00+00,2121,1,NEWLAND ST,WESTMINSTER BL,N,N,N, , ,2,0,1,1,0,0,0,0,0,0,0,0,ORANGE,WESTMINSTER,-117.98104858,33.75949097,AUTO-AUTO,2022
-117.919460955709,33.6819430040224,1998,8900709,2019,2019/06/20 00:00:00+00,1749,4,HARBOR BL,NUTMEG PL, ,Y,N, , ,2,0,3,1,1,1,0,0,0,0,0,0,ORANGE,COSTA MESA,-117.91944885,33.68193817,AUTO-AUTO,2022
-117.954350183547,33.6985712697397,1999,8900970,2019,2019/07/04 00:00:00+00,1139,4,BROOKHURST,ADOBE RIVER,S,N,N, , ,2,0,2,2,0,0,0,0,0,0,0,2,ORANGE,FOUNTAIN VALLEY,-117.95433807,33.69856644,AUTO-AUTO,2022
-117.981198033635,33.7734614132425,2000,8901442,2019,2019/06/18 00:00:00+00,0758,2,NEWLAND ST,GARDEN GROVE BL,S,N,N, , ,2,0,1,1,0,0,0,1,0,0,0,0,ORANGE,GARDEN GROVE,-117.98118591,33.77345657,AUTO-PEDESTRIAN,2022
-117.969441132068,33.744763443169,2001,8901734,2019,2019/07/14 00:00:00+00,2117,7,BOLSA AV,WESTSTATE ST,E,N,N, , ,2,0,1,1,0,0,0,1,0,0,0,0,ORANGE,WESTMINSTER,-117.96942902,33.74475861,AUTO-PEDESTRIAN,2022
-117.992695533575,33.7738543263138,2002,8902522,2019,2019/05/08 00:00:00+00,2235,3,BEACH BL,GARDEN GROVE BL, ,Y,N, , ,2,0,2,2,0,0,0,0,0,0,0,0,ORANGE,STANTON,-117.99268341,33.77384949,AUTO-AUTO,2022
-117.893261604106,33.599518832836,2003,8903282,2019,2019/07/10 00:00:00+00,1930,3,E BALBOA BL,E ST,W,N,N, , ,2,0,2,2,0,0,0,2,0,0,0,0,ORANGE,NEWPORT BEACH,-117.89324951,33.59951401,AUTO-PEDESTRIAN,2022
-118.037098621671,33.8358546057631,2004,8905586,2019,2019/07/21 00:00:00+00,1856,7,WALKER ST,DELONG ST, ,Y,N, , ,2,0,1,1,0,0,0,1,0,0,0,0,ORANGE,CYPRESS,-118.03708649,33.83584976,AUTO-PEDESTRIAN,2022
-117.740589756273,33.4987154542249,2005,8906861,2019,2019/07/18 00:00:00+00,1605,4,RT 1,8TH AV,S,N,Y,1,-,2,0,1,1,0,0,0,0,0,0,0,1,ORANGE,LAGUNA BEACH,-117.7405777,33.49871063,AUTO-AUTO,2022
-118.015904153926,33.7590456690631,2006,8906986,2019,2019/07/12 00:00:00+00,0105,5,WESTMINSTER BL,EDWARDS ST, ,Y,N, , ,2,0,1,1,0,0,0,1,0,0,0,0,ORANGE,WESTMINSTER,-118.01589203,33.75904083,AUTO-PEDESTRIAN,2022
-117.68955673598,33.6126414032148,2007,8907719,2019,2019/07/17 00:00:00+00,0910,3,MUIRLANDS BL,MARATHON ST,W,N,N, , ,2,0,1,1,0,0,0,0,0,1,0,0,ORANGE,MISSION VIEJO,-117.68954468,33.61263657,AUTO-BICYCLIST,2022
-117.921780286325,33.619248447335,2008,8908227,2019,2019/07/14 00:00:00+00,1416,7,RT 1,TUSTIN AV,E,N,Y,1,-,2,0,1,1,0,0,0,0,0,1,0,0,ORANGE,NEWPORT BEACH,-117.92176819,33.61924362,AUTO-BICYCLIST,2022
-117.835774120333,33.7732745009677,2009,8908258,2019,2019/07/04 00:00:00+00,2310,4,TUSTIN ST,FAIRHAVEN AV, ,Y,N, , ,2,0,2,1,0,1,0,1,0,0,0,0,ORANGE,ORANGE,-117.83576202,33.77326965,AUTO-PEDESTRIAN,2022
-117.90883320202,33.616070805311,2010,8908291,2019,2019/07/13 00:00:00+00,2251,6,RT 1,BAYSHORE DR,W,N,Y,1,-,2,0,1,1,0,0,0,0,0,1,0,0,ORANGE,NEWPORT BEACH,-117.90882111,33.61606598,AUTO-BICYCLIST,2022
-117.944523528064,33.7742090957236,2011,8909719,2019,2019/06/27 00:00:00+00,1121,4,GARDEN GROVE BL,NELSON ST,E,N,N, , ,2,0,1,1,0,0,0,0,0,0,0,1,ORANGE,GARDEN GROVE,-117.94451141,33.77420425,AUTO-AUTO,2022
-118.035908431795,33.7853289345193,2012,8909869,2019,2019/07/04 00:00:00+00,2151,4,BELGRAVE AV,BLACKMER ST,W,N,N, , ,2,0,1,1,0,0,0,1,0,0,0,0,ORANGE,GARDEN GROVE,-118.0358963,33.7853241,AUTO-PEDESTRIAN,2022
-117.703251503193,33.6287737591349,2013,8910014,2019,2019/07/17 00:00:00+00,0955,3,CORTA CRESTA DR,LOUMONT DR,N,N,N, , ,2,0,1,1,0,0,0,0,0,1,0,0,ORANGE,LAKE FOREST,-117.70323944,33.62876892,AUTO-BICYCLIST,2022
-117.657780300897,33.5979662631811,2014,8910069,2019,2019/06/27 00:00:00+00,1143,4,MARGUERITE PKWY,LA PAZ RD,N,N,N, , ,2,0,2,1,1,0,0,0,0,0,0,0,ORANGE,MISSION VIEJO,-117.65776825,33.59796143,AUTO-AUTO,2022
-117.992939674316,33.7747317064227,2015,8910497,2019,2019/08/07 00:00:00+00,2213,3,BEACH BL,GARDEN GROVE BL,N,N,Y,39,-,1,1,2,1,0,1,1,1,0,0,0,0,ORANGE,STANTON,-117.99292755,33.77472687,AUTO-PEDESTRIAN,2022
-117.989170746246,33.6976252221021,2016,8910871,2019,2019/07/22 00:00:00+00,2125,1,RT 39,TAYLOR, ,Y,Y,39,5,1,2,3,1,0,2,0,0,0,0,0,0,ORANGE,HUNTINGTON BEACH,-117.98915863,33.69762039,AUTO-AUTO,2022
-117.778355293958,33.8620272607002,2017,8910910,2019,2019/11/19 00:00:00+00,1715,2,LA PALMA AV,HONDO ST,W,N,N, , ,1,1,0,0,0,0,0,0,1,0,0,0,ORANGE,ANAHEIM,-117.7783432,33.8620224,AUTO-BICYCLIST,2022
-117.984059057799,33.7771006348405,2018,8910975,2019,2019/09/01 00:00:00+00,0559,7,DALE ST,STANFORD AV,S,N,N, , ,1,1,0,0,0,0,1,0,0,0,0,0,ORANGE,GARDEN GROVE,-117.98404694,33.77709579,AUTO-PEDESTRIAN,2022
-118.000157078056,33.7227221182282,2019,8910985,2019,2019/12/06 00:00:00+00,0630,5,GOTHARD ST,HEIL AV,S,N,N, , ,1,1,0,0,0,0,0,0,1,0,0,0,ORANGE,HUNTINGTON BEACH,-118.00014496,33.72271729,AUTO-BICYCLIST,2022
-117.674275058797,33.638695789843,2020,8910990,2019,2019/05/13 00:00:00+00,1224,1,EL TORO RD,ALISO PARK DR, ,Y,N, , ,1,1,1,0,0,1,0,0,0,0,0,0,ORANGE,LAKE FOREST,-117.674263,33.63869095,AUTO-AUTO,2022
-117.906765654741,33.8558550730432,2021,8911003,2019,2019/12/13 00:00:00+00,1505,5,RAYMOND AV,ORANGEFAIR LN, ,Y,N, , ,1,1,1,0,1,0,0,0,0,0,0,0,ORANGE,FULLERTON,-117.90675354,33.85585022,AUTO-AUTO,2022
